player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,forward_fpg,ros_vor,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,asset_value,asset_confidence,baseline_confidence,career_baseline,two_way,asset_blend_alpha,prospect_phase,prospect_bonus_applied,dynasty_gap,dynasty_signal
Jason Heyward,(N/A),OF,H,FA,Free Agent,36.0,0.0,0.0,1.8,39.0,4803.0,0.0,0.0,31.01,11.77,-19.24,1.8,-0.65,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
J.T. Realmuto,PHI,C,H,GoldTY,Not On Team,35.0,146.0,2.06,2.06,51.0,316.0,70.87,1.0,30.99,0.0,-30.99,2.06,-0.39,,,,,,0.0,-12.0,,,,,,,,0.0,1.0,0.0,,
Bryce Cunningham,NYY,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,13.0,2990.0,0.0,0.0,30.93,29.04,-1.89,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Matt Wilkinson,SF,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,13.0,9796.0,0.0,0.0,30.93,29.04,-1.89,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jordan Montgomery,TEX,SP,SP,FA,Free Agent,33.0,0.0,0.0,3.16,13.0,6561.0,0.0,0.0,30.93,13.04,-17.89,3.16,-5.11,0.0,9.41,,,,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Anderson Brito,TB,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,13.0,2111.0,0.0,0.0,30.93,33.04,2.11,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Juan Valera,BOS,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,13.0,9417.0,0.0,0.0,30.93,33.04,2.11,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Tyson Hardin,MIL,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,13.0,4560.0,0.0,0.0,30.93,29.04,-1.89,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Josiah Gray,WSH,SP,SP,FA,Free Agent,28.0,0.0,0.0,3.16,13.0,4354.0,0.0,0.0,30.93,24.04,-6.89,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Nestor German,BAL,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,13.0,4127.0,0.0,0.0,30.93,29.04,-1.89,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Randy Rodriguez,SF,RP,RP,FA,Free Agent,26.0,0.0,0.0,3.16,16.0,8085.0,0.0,0.0,30.92,24.58,-6.34,3.16,-0.37,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Thomas Harrington,PIT,RP,RP,FA,Free Agent,25.0,0.0,0.0,3.16,16.0,4574.0,0.0,0.0,30.92,29.58,-1.34,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Miguel Amaya,CHC,C,H,FA,Free Agent,27.0,89.5,1.69,1.69,13.0,532.0,52.96,1.0,30.86,25.01,-5.86,1.69,-0.76,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Chase Silseth,LAA,RP,RP,FA,Free Agent,26.0,100.0,2.33,2.33,8.0,480.0,42.92,1.0,30.84,23.52,-7.33,2.33,-1.2,36.2,52.16,1.41,11.19,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Maikel Hernandez,(N/A),"C,SP",SP,FA,Free Agent,23.0,0.0,0.0,3.16,0.0,4743.0,0.0,0.0,30.84,26.65,-4.19,3.16,-5.11,,,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jack Lafflam,(N/A),"C,SP",SP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,5437.0,0.0,0.0,30.84,30.65,-0.19,3.16,-5.11,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jose Fermin,STL,"2B,3B,OF",H,FA,Free Agent,27.0,105.0,1.64,1.64,7.0,453.0,64.02,1.0,30.81,24.86,-5.95,1.64,-0.81,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Logan Evans,SEA,SP,SP,FA,Free Agent,25.0,0.0,0.0,3.16,12.0,3632.0,0.0,0.0,30.8,28.79,-2.01,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Yhoiker Fajardo,STL,SP,SP,FA,Free Agent,19.0,0.0,0.0,3.16,12.0,3652.0,0.0,0.0,30.8,32.79,1.99,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Hayden Wesneski,HOU,SP,SP,FA,Free Agent,28.0,0.0,0.0,3.16,12.0,9728.0,0.0,0.0,30.8,23.79,-7.01,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Brody Brecht,COL,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,12.0,2080.0,0.0,0.0,30.8,28.79,-2.01,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Tekoah Roby,STL,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,12.0,7988.0,0.0,0.0,30.8,28.79,-2.01,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Landon Harmon,WSH,SP,SP,FA,Free Agent,19.0,0.0,0.0,3.16,12.0,4568.0,0.0,0.0,30.8,32.79,1.99,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Cooper Hjerpe,STL,SP,SP,FA,Free Agent,25.0,0.0,0.0,3.16,12.0,4854.0,0.0,0.0,30.8,28.79,-2.01,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Tyler Holton,DET,"SP,RP",SP/RP,FA,Free Agent,30.0,93.0,2.27,2.27,14.0,512.0,40.97,1.0,30.8,19.15,-11.65,2.27,-6.0,43.1,64.34,1.32,7.73,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jake Bloss,TOR,SP,SP,FA,Free Agent,25.0,0.0,0.0,3.16,12.0,1954.0,0.0,0.0,30.8,28.79,-2.01,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Richard Fitts,STL,SP,SP,FA,Free Agent,26.0,0.0,0.0,3.16,12.0,3772.0,0.0,0.0,30.8,23.79,-7.01,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Luis Medina,ATH,"SP,RP",SP/RP,FA,Free Agent,27.0,81.0,2.53,2.53,6.0,573.0,32.02,1.0,30.79,22.71,-8.08,2.53,-5.74,43.2,64.94,1.48,10.83,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jefferson Rojas,CHC,"2B,SS",H,FA,Free Agent,21.0,0.0,0.0,1.8,28.0,8123.0,0.0,0.0,30.78,57.66,26.88,1.8,-0.65,,,,,,19.0,17.0,80.0,,,,,,,0.0,1.0,19.0,,
Mason Barnett,ATH,"SP,RP",SP/RP,FA,Free Agent,25.0,37.0,2.85,2.99,12.0,792.0,12.98,0.54,30.75,28.77,-1.99,2.99,-5.28,21.1,32.21,1.37,8.96,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Andruw Monasterio,BOS,"2B,SS",H,FA,Free Agent,29.0,100.5,1.68,1.68,6.0,477.0,59.82,1.0,30.68,18.13,-12.55,1.68,-0.77,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Tylor Megill,NYM,SP,SP,FA,Free Agent,30.0,0.0,0.0,3.16,11.0,6277.0,0.0,0.0,30.67,18.54,-12.13,3.16,-5.11,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Moises Chace,PHI,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,11.0,2590.0,0.0,0.0,30.67,28.54,-2.13,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Chase Shores,LAA,"SP,RP",SP/RP,FA,Free Agent,22.0,0.0,0.0,3.16,7.0,8634.0,0.0,0.0,30.55,31.76,1.21,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Felipe De La Cruz,NYM,"SP,RP",SP/RP,FA,Free Agent,25.0,0.0,0.0,3.16,7.0,3122.0,0.0,0.0,30.55,27.76,-2.79,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Gary Gill Hill,TB,SP,SP,FA,Free Agent,21.0,0.0,0.0,3.16,10.0,4150.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Levi Sterling,PIT,SP,SP,FA,Free Agent,19.0,0.0,0.0,3.16,10.0,8899.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Marcus Phillips,BOS,SP,SP,FA,Free Agent,21.0,0.0,0.0,3.16,10.0,7453.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Justin Lamkin,KC,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,10.0,5448.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Joey Oakie,CLE,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,10.0,6938.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Cam Leiter,LAD,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,10.0,5573.0,0.0,0.0,30.54,32.29,1.75,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Edmundo Sosa,PHI,"2B,3B,OF",H,FA,Free Agent,30.0,92.0,1.7,1.7,9.0,517.0,54.12,1.0,30.53,18.1,-12.42,1.7,-0.75,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Dylan Lesko,TB,RP,RP,FA,Free Agent,22.0,0.0,0.0,3.16,13.0,5591.0,0.0,0.0,30.53,32.83,2.3,3.16,-0.37,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Josh Hammond,KC,"3B,SS",H,FA,Free Agent,19.0,0.0,0.0,1.8,23.0,4539.0,0.0,0.0,30.53,56.63,26.1,1.8,-0.65,,,,,,19.0,17.0,92.0,,,,,,,0.0,1.0,19.0,,
Mike Burrows,HOU,SP,SP,FA,Free Agent,26.0,47.0,2.61,2.61,34.0,747.0,18.01,1.0,30.52,27.6,-2.92,2.61,-5.66,94.2,88.0,1.56,7.17,0.22,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Seaver King,WSH,SS,H,FA,Free Agent,23.0,0.0,0.0,1.8,29.0,5318.0,0.0,0.0,30.51,52.7,22.19,1.8,-0.65,,,,,,19.0,12.0,99.0,,,,,,,0.0,1.0,19.0,,
Lawrence Butler,ATH,OF,H,Greenbet,Reserve,26.0,129.5,1.42,1.42,57.0,366.0,91.2,1.0,30.45,48.18,17.73,1.42,-1.03,,,,,,0.0,6.0,,,56.7,HIGH,1.0,2.34,False,0.6,0.0,0.0,-14.2,ALIGNED
Eric Yang,(N/A),"C,RP",RP,FA,Free Agent,28.0,0.0,0.0,3.16,0.0,9931.0,0.0,0.0,30.44,21.44,-9.0,3.16,-0.37,,,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Carlos Molina,(N/A),"C,RP",RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,6510.0,0.0,0.0,30.44,30.44,-0.0,3.16,-0.37,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Klendy Leen,(N/A),"C,RP",RP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,5562.0,0.0,0.0,30.44,30.44,-0.0,3.16,-0.37,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Leonardo Rondon,(N/A),"2B,3B,SP",SP,FA,Free Agent,22.0,0.0,0.0,3.16,0.0,8170.0,0.0,0.0,30.44,30.44,-0.0,3.16,-5.11,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Cole Koeninger,(N/A),"SS,SP,RP",SP/RP,FA,Free Agent,18.0,0.0,0.0,3.16,0.0,5372.0,0.0,0.0,30.44,30.44,-0.0,3.16,-5.11,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Owen Murphy,ATL,SP,SP,W (Tue),Free Agent,22.0,8.0,2.67,3.03,33.0,1043.0,3.0,0.27,30.43,36.37,5.94,3.03,-5.24,6.2,20.81,1.29,8.71,0.0,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Mason Fluharty,TOR,"SP,RP",SP/RP,FA,Free Agent,24.0,104.0,2.04,2.04,9.0,462.0,50.98,1.0,30.42,28.83,-1.59,2.04,-6.23,39.0,55.01,1.44,10.85,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Keyner Martinez,SF,"SP,RP",SP/RP,FA,Free Agent,21.0,0.0,0.0,3.16,6.0,6048.0,0.0,0.0,30.42,31.51,1.09,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Lance McCullers Jr.,MIL,SP,SP,FA,Free Agent,32.0,23.0,2.87,2.95,32.0,885.0,8.01,0.73,30.41,16.18,-14.23,2.95,-5.32,39.1,55.7,1.53,9.9,0.25,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
David Hagaman,ARI,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,9.0,4496.0,0.0,0.0,30.41,28.04,-2.37,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Braden Nett,ATH,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,9.0,6806.0,0.0,0.0,30.41,28.04,-2.37,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Brandon Barriera,TOR,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,9.0,1700.0,0.0,0.0,30.41,32.04,1.63,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Daniel Eagen,ARI,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,9.0,3489.0,0.0,0.0,30.41,28.04,-2.37,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Ben Jacobs,DET,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,9.0,5035.0,0.0,0.0,30.41,32.04,1.63,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Frank Mozzicato,KC,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,9.0,6696.0,0.0,0.0,30.41,28.04,-2.37,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Caleb Thielbar,CHC,RP,RP,FA,Free Agent,39.0,83.0,2.52,2.52,8.0,560.0,32.94,1.0,30.4,4.85,-25.54,2.52,-1.01,28.2,39.03,1.31,11.81,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Jared Young,NYM,1B,H,FA,Free Agent,31.0,93.0,1.75,1.75,8.0,511.0,53.14,1.0,30.39,17.85,-12.54,1.75,-0.7,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Michael Lombardi,KC,"SP,RP",SP/RP,FA,Free Agent,22.0,0.0,0.0,3.16,5.0,5699.0,0.0,0.0,30.29,31.26,0.97,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Nick Frasso,COL,"SP,RP",SP/RP,FA,Free Agent,27.0,0.0,0.0,3.16,5.0,3900.0,0.0,0.0,30.29,22.26,-8.03,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ethan Dorchies,MIL,"SP,RP",SP/RP,FA,Free Agent,19.0,0.0,0.0,3.16,5.0,3391.0,0.0,0.0,30.29,31.26,0.97,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jairo Iriarte,CHW,"SP,RP",SP/RP,FA,Free Agent,24.0,0.0,0.0,3.16,5.0,5007.0,0.0,0.0,30.29,27.26,-3.03,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Yordanny Monegro,BOS,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,8.0,6522.0,0.0,0.0,30.28,27.79,-2.49,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Johnny Slawinski,LAA,SP,SP,FA,Free Agent,19.0,0.0,0.0,3.16,8.0,8717.0,0.0,0.0,30.28,31.79,1.51,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Anthony Solometo,PIT,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,8.0,8796.0,0.0,0.0,30.28,27.79,-2.49,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jaden Hamm,DET,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,8.0,4532.0,0.0,0.0,30.28,27.79,-2.49,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Boston Bateman,BAL,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,8.0,1728.0,0.0,0.0,30.28,31.79,1.51,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Gunnar Hoglund,ATH,SP,SP,FA,Free Agent,26.0,0.0,0.0,3.16,8.0,4872.0,0.0,0.0,30.28,22.79,-7.49,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Yoniel Curet,DET,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,8.0,2996.0,0.0,0.0,30.28,27.79,-2.49,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Bowden Francis,TOR,SP,SP,FA,Free Agent,30.0,0.0,0.0,3.16,8.0,3868.0,0.0,0.0,30.28,17.79,-12.49,3.16,-5.11,0.0,9.41,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Drue Hackenberg,ATL,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,8.0,4490.0,0.0,0.0,30.28,27.79,-2.49,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Hyun-Seok Jang,LAD,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,8.0,5049.0,0.0,0.0,30.28,31.79,1.51,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Juan Sanchez,TOR,"3B,SS",H,FA,Free Agent,18.0,0.0,0.0,1.8,21.0,8370.0,0.0,0.0,30.27,37.13,6.86,1.8,-0.65,,,,,,0.0,17.0,,,,,,,,0.0,1.0,0.0,,
Brock Porter,TEX,RP,RP,FA,Free Agent,23.0,0.0,0.0,3.16,11.0,7577.0,0.0,0.0,30.27,28.33,-1.95,3.16,-0.37,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Prelander Berroa,CHW,"SP,RP",SP/RP,FA,Free Agent,26.0,0.0,0.0,3.16,4.0,1872.0,0.0,0.0,30.16,22.01,-8.15,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jhancarlos Lara,WSH,"SP,RP",SP/RP,FA,Free Agent,23.0,0.0,0.0,3.16,4.0,5486.0,0.0,0.0,30.16,27.01,-3.15,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Kelvis Salcedo,DET,"SP,RP",SP/RP,FA,Free Agent,20.0,0.0,0.0,3.16,4.0,8312.0,0.0,0.0,30.16,31.01,0.85,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Griff McGarry,LAD,"SP,RP",SP/RP,FA,Free Agent,27.0,0.0,0.0,3.16,4.0,6193.0,0.0,0.0,30.16,22.01,-8.15,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Joe Whitman,SF,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,7.0,9768.0,0.0,0.0,30.15,27.54,-2.61,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Sean Paul Linan,NYY,SP,SP,FA,Free Agent,21.0,0.0,0.0,3.16,7.0,5633.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Kohl Drake,ARI,SP,SP,FA,Free Agent,26.0,0.0,0.0,3.16,7.0,3419.0,0.0,0.0,30.15,22.54,-7.61,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Trevor Harrison,TB,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,7.0,4588.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jackson Baumeister,TB,SP,SP,FA,Free Agent,24.0,0.0,0.0,3.16,7.0,1754.0,0.0,0.0,30.15,27.54,-2.61,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Josh Knoth,MIL,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,7.0,5359.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Ryan Bergert,KC,SP,SP,FA,Free Agent,26.0,0.0,0.0,3.16,7.0,1856.0,0.0,0.0,30.15,22.54,-7.61,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jackson Kent,WSH,SP,SP,FA,Free Agent,23.0,0.0,0.0,3.16,7.0,5277.0,0.0,0.0,30.15,27.54,-2.61,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Aaron Watson,CIN,SP,SP,FA,Free Agent,19.0,0.0,0.0,3.16,7.0,9675.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Sadbiel Delzine,BOS,SP,SP,FA,Free Agent,18.0,0.0,0.0,3.16,7.0,3259.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Nate Payne,MIA,SP,SP,FA,Free Agent,20.0,0.0,0.0,3.16,7.0,7232.0,0.0,0.0,30.15,31.54,1.39,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Taitn Gray,TB,C,H,FA,Free Agent,18.0,0.0,0.0,1.8,20.0,4358.0,0.0,0.0,30.14,36.88,6.74,1.8,-0.65,,,,,,0.0,17.0,,,,,,,,0.0,1.0,0.0,,
Yimi Garcia,TOR,RP,RP,FA,Free Agent,35.0,0.0,0.0,3.16,10.0,4069.0,0.0,0.0,30.14,5.08,-25.07,3.16,-0.37,0.0,9.41,,,,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Cade Horton,CHC,SP,SP,CLANK,Inj Res,24.0,21.0,10.5,4.49,65.0,903.0,2.0,0.18,30.13,30.97,0.84,4.49,-3.78,7.1,20.98,0.85,5.07,0.5,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Termarr Johnson,PIT,2B,H,FA,Free Agent,22.0,0.0,0.0,1.8,29.0,5154.0,0.0,0.0,30.11,33.48,3.37,1.8,-0.65,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Evan Cabral,(N/A),"3B,SP",SP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,2261.0,0.0,0.0,30.04,30.22,0.18,3.16,-5.11,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Jayden Stroman,(N/A),"SS,SP",SP,FA,Free Agent,19.0,0.0,0.0,3.16,0.0,8945.0,0.0,0.0,30.04,30.22,0.18,3.16,-5.11,,,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Diego Hernandez,(N/A),"OF,SS,SP",SP,FA,Free Agent,25.0,0.0,0.0,3.16,0.0,4711.0,0.0,0.0,30.04,26.22,-3.82,3.16,-5.11,,,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Anthony Nunez,BAL,RP,RP,FA,Free Agent,25.0,85.0,2.43,2.43,10.0,549.0,34.98,1.0,30.04,28.02,-2.02,2.43,-1.1,39.1,55.7,1.28,9.44,0.0,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Joey Wentz,ATL,"SP,RP",SP/RP,FA,Free Agent,28.0,0.0,0.0,3.16,3.0,9724.0,0.0,0.0,30.03,21.76,-8.27,3.16,-5.11,0.0,9.41,,,,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Alex McFarlane,PHI,"SP,RP",SP/RP,FA,Free Agent,25.0,0.0,0.0,3.16,3.0,6191.0,0.0,0.0,30.03,26.76,-3.27,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Wellington Aracena,ARI,"SP,RP",SP/RP,FA,Free Agent,21.0,0.0,0.0,3.16,3.0,1455.0,0.0,0.0,30.03,30.76,0.73,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Thatcher Hurd,NYY,"SP,RP",SP/RP,FA,Free Agent,23.0,0.0,0.0,3.16,3.0,4977.0,0.0,0.0,30.03,26.76,-3.27,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jayden Dubanewicz,MIL,"SP,RP",SP/RP,FA,Free Agent,20.0,0.0,0.0,3.16,3.0,3433.0,0.0,0.0,30.03,30.76,0.73,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Dylan Ross,NYM,"SP,RP",SP/RP,FA,Free Agent,25.0,0.0,0.0,3.16,3.0,8222.0,0.0,0.0,30.03,26.76,-3.27,3.16,-5.11,0.0,9.41,,,,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Adam Serwinowski,LAD,SP,SP,FA,Free Agent,22.0,0.0,0.0,3.16,6.0,8580.0,0.0,0.0,30.02,31.29,1.27,3.16,-5.11,0.0,9.41,,,,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
